@relation training_data_20190313_including_non_bisulfite

@attribute pos1_A numeric
@attribute pos1_C numeric
@attribute pos1_T numeric
@attribute pos1_G numeric
@attribute pos2_A numeric
@attribute pos2_C numeric
@attribute pos2_T numeric
@attribute pos2_G numeric
@attribute pos3_A numeric
@attribute pos3_C numeric
@attribute pos3_T numeric
@attribute pos3_G numeric
@attribute pos4_A numeric
@attribute pos4_C numeric
@attribute pos4_T numeric
@attribute pos4_G numeric
@attribute pos8_A numeric
@attribute pos8_C numeric
@attribute pos8_T numeric
@attribute pos8_G numeric
@attribute pos9_A numeric
@attribute pos9_C numeric
@attribute pos9_T numeric
@attribute pos9_G numeric
@attribute pos10_A numeric
@attribute pos10_C numeric
@attribute pos10_T numeric
@attribute pos10_G numeric
@attribute pos11_A numeric
@attribute pos11_C numeric
@attribute pos11_T numeric
@attribute pos11_G numeric
@attribute pos12_A numeric
@attribute pos12_C numeric
@attribute pos12_T numeric
@attribute pos12_G numeric
@attribute pos20_A numeric
@attribute pos20_C numeric
@attribute pos20_T numeric
@attribute pos20_G numeric
@attribute pos30_A numeric
@attribute pos30_C numeric
@attribute pos30_T numeric
@attribute pos30_G numeric
@attribute method {Swift,6N_PBAT,6N_sc,9N_sc,WGBS,RRBS,scNOME,UMI_RRBS,9N_PBAT,Amplicon,NOMEseq,Truseq,RNA,ChIP,ATAC,WGS}

@data
24,25,11,38,23,25,35,16,24,26,29,19,15,34,35,13,36,17,18,27,14,40,18,26,29,22,33,15,21,20,20,37,25,22,30,21,24,23,26,24,25,24,26,24,RNA
23,24,12,39,23,23,37,15,24,25,30,18,16,33,37,13,38,16,18,26,14,39,19,25,29,21,34,14,22,19,21,36,25,21,31,20,26,22,27,23,25,22,27,23,RNA
16,26,15,41,17,24,42,15,22,28,31,17,14,34,38,12,35,17,18,27,13,41,18,26,28,22,32,15,20,20,20,38,24,23,30,21,24,24,26,25,24,24,26,24,RNA
19,24,13,42,21,23,40,14,26,25,32,16,17,30,40,11,35,18,21,24,16,36,21,25,28,22,34,14,24,18,25,32,25,19,31,22,26,20,29,22,27,21,28,22,RNA
15,21,11,51,18,26,36,17,21,28,28,20,14,34,36,13,36,17,18,27,14,39,18,26,28,22,32,16,20,20,21,37,24,23,30,21,25,23,26,25,25,24,26,24,RNA
18,25,14,42,18,24,41,15,22,28,30,17,15,34,37,12,36,17,18,27,13,40,18,26,28,22,33,15,21,20,21,37,25,22,30,21,24,23,27,24,25,24,26,24,RNA
17,26,13,42,18,24,40,16,21,29,30,18,14,35,36,12,36,17,18,27,14,41,18,26,28,22,33,15,20,20,21,37,24,23,30,21,24,23,26,24,24,24,26,24,RNA
17,25,15,41,18,26,38,16,21,28,30,19,15,35,35,13,37,17,18,27,14,41,18,26,28,22,33,15,20,20,20,38,24,23,30,21,24,23,26,25,25,24,25,24,RNA
17,31,11,39,19,29,35,14,23,27,32,16,16,33,37,12,35,17,19,27,13,40,19,26,28,22,34,15,21,19,22,36,24,22,32,20,25,23,26,24,25,23,26,23,RNA
19,23,14,42,21,23,39,14,26,25,31,16,17,30,39,12,35,18,20,25,16,36,21,25,28,22,33,15,24,18,24,32,26,20,30,22,26,20,28,23,27,21,28,22,RNA
11,32,6,49,13,24,36,25,18,32,26,22,26,24,24,25,20,28,29,22,19,26,32,21,31,20,24,23,22,27,21,28,20,27,26,25,23,24,26,25,22,25,26,25,RNA
17,25,14,42,17,24,42,16,22,28,30,18,14,34,38,12,36,17,18,27,14,40,18,26,28,22,33,16,20,20,20,37,24,23,30,21,24,23,26,24,24,24,26,24,RNA
11,33,6,48,13,23,37,24,18,32,26,22,26,23,23,25,20,27,30,21,19,25,33,20,32,19,24,23,23,26,21,28,20,26,27,25,24,24,26,25,23,25,26,24,RNA
18,28,11,41,18,25,40,15,22,30,29,17,15,34,37,12,37,17,18,26,14,40,18,26,28,22,33,15,21,19,21,37,23,22,31,21,25,24,25,24,25,24,26,24,RNA
17,25,16,41,18,26,38,16,21,28,30,19,15,35,35,13,36,17,18,27,13,41,18,26,28,22,32,16,20,20,20,37,25,23,30,21,24,23,26,25,24,24,26,24,RNA
17,25,14,42,17,24,42,15,22,28,30,18,14,35,37,12,36,17,17,28,13,41,18,26,28,23,32,15,21,20,20,38,24,23,30,21,24,24,26,25,25,24,26,24,RNA
16,22,11,49,20,24,38,17,22,27,29,20,15,35,35,13,36,17,18,27,14,39,18,27,28,22,32,16,21,19,21,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
16,31,11,39,17,25,41,15,24,28,29,17,15,34,38,12,37,17,18,26,14,39,18,26,28,22,33,15,21,20,21,36,24,23,30,21,25,23,26,24,25,23,26,24,RNA
17,25,14,42,19,25,38,16,21,28,31,18,14,36,35,12,36,17,18,27,14,40,18,26,28,22,32,16,20,20,20,38,24,23,30,21,24,23,26,24,24,24,26,24,RNA
23,25,11,39,22,24,36,16,23,27,29,19,16,34,35,14,37,17,18,26,14,40,18,26,29,21,33,15,21,19,21,37,24,22,31,20,25,23,26,24,25,23,26,24,RNA
16,31,11,40,17,26,40,15,23,29,29,17,16,35,35,13,36,17,18,27,14,40,18,26,28,23,33,15,21,20,20,38,24,23,30,21,24,24,26,24,25,24,26,24,RNA
17,25,15,41,18,26,38,16,22,28,29,19,15,35,35,13,36,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
16,22,11,49,17,24,40,17,22,29,28,19,15,35,35,13,37,17,17,27,15,39,18,26,28,22,32,16,21,20,20,37,24,23,30,22,25,23,26,24,25,24,26,24,RNA
15,21,11,50,18,23,40,17,23,28,29,18,16,34,35,13,37,17,18,26,15,39,18,26,28,22,32,16,21,20,21,36,24,22,30,21,25,23,26,24,24,24,26,24,RNA
17,31,11,40,17,25,41,15,23,29,29,18,15,34,37,12,37,17,18,26,14,39,18,26,28,22,33,16,21,20,21,37,24,23,30,21,25,24,26,24,25,24,25,24,RNA
15,21,11,51,18,27,36,17,20,29,28,20,14,35,36,13,36,17,17,27,14,40,18,26,28,23,32,16,21,20,20,37,24,23,29,21,24,24,26,24,24,24,26,24,RNA
18,29,11,40,18,23,42,14,24,27,30,17,16,33,37,11,37,16,19,26,14,39,19,26,29,21,33,15,22,19,22,36,25,21,31,20,25,22,27,23,26,22,27,22,RNA
11,33,6,48,13,23,38,24,18,32,27,22,26,23,24,25,21,26,31,21,20,25,33,20,33,18,25,22,23,26,21,27,21,26,27,24,24,24,26,24,23,25,26,24,RNA
17,25,15,41,18,27,38,16,21,28,31,17,15,36,35,12,36,17,18,27,14,41,18,26,28,22,33,15,20,20,21,37,25,23,30,21,24,23,26,24,25,24,26,24,RNA
16,31,11,39,17,25,41,15,23,29,29,17,15,35,37,12,36,17,18,27,14,40,18,26,28,23,32,15,21,20,21,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
28,24,11,35,19,28,35,16,22,28,31,17,15,35,35,13,37,17,17,27,14,41,18,26,28,22,33,15,20,20,20,38,24,23,30,21,25,23,26,25,24,24,26,24,RNA
17,25,15,41,18,26,38,16,21,28,29,19,15,35,35,13,37,17,17,27,14,41,18,26,28,22,33,15,21,20,20,38,24,23,30,21,25,23,26,24,25,24,26,24,RNA
16,31,11,40,17,26,40,15,23,29,29,18,15,35,36,12,36,17,18,27,14,40,18,26,28,22,32,16,20,20,21,37,24,23,30,21,24,24,25,25,25,24,25,24,RNA
15,23,11,49,20,24,38,17,22,27,29,20,15,36,34,13,37,17,18,27,14,40,18,26,28,22,32,16,20,20,20,37,24,23,30,21,25,24,25,24,25,24,25,24,RNA
16,26,15,41,16,26,41,15,21,28,30,18,14,34,37,13,34,18,18,28,13,41,17,27,27,23,33,15,20,20,20,38,24,23,30,22,24,24,25,25,24,25,25,25,RNA
16,31,11,40,17,25,41,15,23,29,29,17,14,34,37,12,36,17,18,26,14,40,18,26,28,22,33,15,20,20,21,37,24,23,30,21,25,23,26,24,25,24,25,24,RNA
22,25,11,39,22,24,36,16,23,27,29,19,15,34,35,14,37,17,18,26,14,40,18,26,28,22,33,15,21,20,21,37,24,22,31,21,25,23,26,24,25,23,26,24,RNA
16,22,12,48,19,24,37,18,21,28,29,20,15,37,34,13,37,17,17,27,14,40,18,26,28,23,31,16,21,20,20,37,24,23,30,21,24,23,26,24,24,23,26,24,RNA
17,25,14,42,18,24,40,16,22,28,31,18,14,34,37,12,36,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,22,30,21,24,23,27,24,24,24,27,23,RNA
24,25,11,38,23,25,34,16,23,27,29,19,15,34,35,14,36,17,18,27,13,40,18,26,28,22,32,15,20,20,20,37,24,22,30,21,24,23,26,25,24,24,26,24,RNA
22,25,12,39,22,24,36,16,23,27,29,19,15,34,35,14,37,17,18,27,14,40,18,26,28,22,32,15,21,20,20,37,24,23,30,21,24,23,26,24,24,24,26,24,RNA
17,30,11,40,17,25,41,15,23,28,29,18,16,35,35,12,36,17,18,27,14,40,18,26,28,23,32,15,21,20,20,37,24,23,30,21,24,23,26,25,24,24,26,24,RNA
16,30,11,40,18,25,40,15,23,28,30,17,16,34,35,12,36,18,18,27,14,40,18,26,28,23,33,15,21,20,21,37,25,22,30,21,24,23,27,24,25,23,27,23,RNA
14,21,11,52,18,27,36,17,21,28,29,20,15,34,36,13,36,17,18,27,14,40,18,26,28,22,32,15,21,20,21,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
11,33,7,48,13,24,37,24,18,32,26,23,26,23,23,25,20,27,29,22,20,25,33,20,32,19,24,23,23,26,21,28,20,27,27,25,24,24,26,25,23,25,26,24,RNA
17,28,11,41,18,24,40,16,22,30,29,17,15,35,37,12,37,17,18,26,14,40,18,26,28,22,33,16,21,20,21,37,24,23,30,21,25,23,26,24,25,23,26,24,RNA
17,31,11,39,18,29,36,15,21,29,31,17,16,35,35,12,37,17,18,27,14,41,18,26,28,22,33,15,20,20,21,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
17,25,13,42,18,24,40,16,22,28,30,18,15,34,37,12,36,17,19,27,14,40,18,26,28,22,33,15,21,19,21,37,24,22,31,21,24,23,27,24,24,23,27,23,RNA
22,25,11,39,22,25,35,16,23,28,28,19,15,34,35,14,36,17,18,27,14,41,18,26,28,22,33,15,20,20,20,38,24,23,30,21,24,24,26,24,25,24,25,24,RNA
16,31,11,39,17,25,41,15,23,29,29,17,16,35,36,12,37,17,18,27,14,40,18,26,28,22,32,15,21,20,21,37,24,23,30,21,25,23,26,24,25,23,26,24,RNA
16,32,12,39,17,25,36,19,21,28,31,18,15,37,34,12,37,17,17,27,14,40,18,26,28,22,33,15,20,20,21,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
17,25,15,41,19,26,38,16,22,28,30,19,15,35,36,13,36,17,18,27,13,40,18,26,28,22,34,15,20,20,21,37,24,22,31,21,25,23,26,24,25,24,26,24,RNA
17,25,14,42,20,24,38,16,22,27,31,18,15,35,36,12,37,17,18,27,14,40,18,26,29,22,33,15,21,20,20,37,25,22,30,21,25,23,26,24,25,23,26,24,RNA
34,20,24,20,33,17,28,20,30,19,31,18,30,19,32,18,31,19,30,18,30,19,30,19,31,19,30,19,30,19,30,18,30,19,30,19,30,19,30,19,30,19,30,19,WGS
32,25,18,23,21,16,49,12,27,21,34,16,29,21,29,19,28,21,30,19,28,21,30,19,28,21,28,21,28,21,29,20,29,20,29,20,29,21,28,20,29,20,29,20,WGS
32,26,20,20,23,16,43,15,29,21,32,17,30,20,29,19,29,20,30,19,28,21,30,19,29,20,28,21,29,20,29,20,29,20,29,20,29,20,29,20,29,20,29,20,WGS
34,19,21,24,24,15,49,10,28,17,38,15,31,18,31,17,31,19,30,18,30,19,31,18,30,18,30,19,31,19,30,18,31,19,30,18,31,19,30,18,31,18,30,18,WGS
31,28,17,23,21,17,46,14,26,21,33,18,28,22,27,21,27,22,28,21,27,22,28,21,27,22,27,22,27,21,28,22,27,21,28,21,28,22,27,21,28,21,28,21,WGS
31,27,20,21,23,16,46,13,28,19,34,17,31,20,30,17,28,20,31,18,28,20,31,19,29,20,30,19,29,20,29,19,30,19,30,19,30,20,29,20,30,19,29,19,WGS
33,24,18,23,21,16,50,11,28,19,36,16,30,20,29,18,29,20,30,19,29,20,30,19,29,20,28,20,29,20,30,20,29,20,30,19,30,21,29,19,30,19,30,19,WGS
34,24,18,22,25,15,47,12,29,16,36,17,32,17,32,17,31,20,28,19,29,18,31,19,31,17,31,19,30,19,30,19,32,18,31,17,31,19,31,18,30,20,28,19,WGS
33,20,23,21,33,18,26,21,31,20,30,18,30,19,31,18,30,19,29,19,30,19,30,19,30,19,29,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,WGS
23,34,17,24,22,24,27,25,23,28,23,24,23,27,22,26,22,28,23,25,21,27,23,26,22,27,22,27,22,27,22,27,22,27,22,27,23,27,22,26,22,27,22,27,WGS
33,19,24,21,33,18,27,20,30,20,30,18,30,19,31,18,30,19,30,19,30,19,30,19,31,19,29,19,30,19,30,18,30,19,30,19,30,19,30,19,30,19,30,19,WGS
35,19,23,21,33,18,27,20,31,19,30,18,30,19,31,18,31,19,29,18,30,19,30,19,31,19,29,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,WGS
33,20,25,21,33,18,28,20,30,19,31,18,30,19,31,18,30,19,30,19,30,20,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,WGS
33,20,19,26,23,16,48,11,26,18,37,17,30,19,30,19,29,20,28,20,29,20,30,20,29,20,29,21,29,20,29,20,30,20,29,20,30,20,29,20,29,20,29,19,WGS
32,26,15,24,20,16,50,12,27,20,35,16,29,21,28,20,28,21,30,19,27,21,29,20,28,21,27,22,27,21,28,21,28,21,29,21,28,22,27,20,29,20,28,20,WGS
32,21,26,19,32,19,29,19,30,19,31,17,30,18,32,18,30,19,31,18,30,19,31,18,30,19,30,19,30,19,30,19,30,19,31,18,30,19,30,19,30,19,30,19,WGS
23,35,17,23,23,24,27,25,24,28,24,22,23,27,23,25,23,27,24,25,22,27,24,26,22,26,23,27,23,27,22,26,23,27,23,26,23,26,23,26,23,27,22,26,WGS
34,25,20,20,22,15,50,11,29,18,36,15,31,19,31,17,30,19,32,18,30,19,32,18,30,19,30,19,30,19,31,18,31,18,31,18,31,19,30,18,31,18,30,18,WGS
34,25,18,21,25,14,47,12,29,16,36,16,32,17,32,17,30,20,29,19,30,18,32,18,32,17,31,19,30,19,30,19,32,18,32,17,31,18,31,18,30,20,28,19,WGS
29,23,26,21,32,21,25,20,30,20,31,17,30,18,31,19,30,19,31,18,29,19,31,18,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,WGS
32,20,24,22,33,18,28,20,30,19,31,17,30,19,31,18,30,19,30,18,30,19,31,18,30,19,29,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,WGS
27,32,18,21,23,22,30,23,26,26,25,21,25,25,24,23,24,25,26,23,23,25,26,24,24,25,24,25,24,25,24,25,24,25,24,25,25,25,24,25,24,25,24,24,WGS
34,24,19,21,26,15,45,12,30,16,35,18,33,16,32,17,30,20,28,19,31,18,31,18,32,17,31,18,30,19,30,19,32,17,31,17,31,19,31,18,31,20,28,19,WGS
33,23,21,21,22,16,49,11,29,18,36,16,30,20,30,18,29,19,31,18,30,19,31,18,30,19,30,19,30,19,31,19,31,19,30,18,31,20,30,18,31,18,30,18,WGS
34,25,17,22,21,15,51,11,28,19,36,15,30,20,30,18,29,20,30,19,29,20,30,19,29,20,29,20,28,20,30,19,30,20,30,19,29,21,29,19,30,19,29,19,WGS
35,19,23,21,33,18,27,20,31,19,30,18,30,19,31,18,31,19,30,18,30,19,30,19,31,19,29,19,31,19,30,18,31,19,30,19,30,19,30,19,30,19,29,19,WGS
36,18,21,23,34,17,26,21,31,19,29,19,30,18,31,18,31,20,29,19,30,19,30,19,31,19,29,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,WGS
35,23,19,21,22,14,53,10,30,18,36,14,32,18,31,17,30,19,32,17,30,19,32,17,31,18,30,19,30,19,32,18,32,18,31,18,31,19,30,17,32,18,31,18,WGS
33,21,20,25,23,16,48,11,27,18,36,17,30,19,30,19,29,20,29,20,29,20,30,19,29,20,29,20,29,20,29,20,30,20,29,19,30,20,29,20,29,20,29,19,WGS
22,32,17,27,21,27,25,25,21,28,23,25,22,28,21,27,21,28,22,27,21,28,22,28,21,28,21,28,21,28,21,28,21,28,21,28,22,28,21,27,21,28,21,27,WGS
32,20,26,20,33,18,29,19,30,19,32,17,29,19,31,19,30,19,30,18,29,19,31,18,31,19,29,19,30,19,30,18,30,19,31,18,30,19,31,19,30,19,30,19,WGS
31,28,18,21,23,17,46,13,27,19,33,19,30,21,29,18,28,21,30,19,28,21,30,19,28,20,29,20,29,20,28,20,29,20,29,20,29,20,28,20,29,20,28,20,WGS
33,20,24,21,33,17,29,20,30,19,30,18,30,19,31,19,30,19,30,18,30,19,30,18,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,WGS
34,23,18,22,22,14,53,10,29,17,37,15,30,19,32,17,30,19,31,19,29,19,32,19,30,19,30,19,30,20,29,18,31,20,29,18,30,19,30,19,29,19,31,19,WGS
34,19,21,24,24,15,49,11,28,17,38,15,32,18,31,17,31,19,30,19,30,19,31,18,30,19,30,19,30,19,30,19,31,18,30,18,31,19,30,18,31,19,30,18,WGS
24,33,16,25,22,23,34,20,23,26,27,21,24,26,23,26,23,26,25,24,23,26,25,24,23,26,23,26,23,25,24,25,24,26,23,25,24,25,23,26,24,25,24,25,WGS
34,20,23,21,33,18,27,21,31,20,30,18,30,18,32,18,31,19,29,19,30,19,30,19,31,19,29,19,30,19,30,19,30,19,30,19,30,19,30,19,30,20,30,19,WGS
32,22,22,21,33,18,27,20,30,20,31,17,30,19,31,18,30,19,31,18,29,19,31,18,30,19,30,19,30,19,31,18,30,19,31,19,30,19,30,19,30,19,30,19,WGS
32,22,27,17,31,17,33,17,33,19,31,16,32,18,31,17,31,18,32,17,30,18,32,17,31,19,31,18,31,18,31,18,31,19,31,17,31,18,31,18,31,18,31,18,ChIP
31,24,16,27,27,22,25,25,26,23,26,22,26,23,26,23,26,23,26,23,25,23,26,23,26,23,26,23,26,23,26,23,26,24,26,23,25,23,26,24,25,23,25,24,ChIP
31,21,19,27,29,20,27,22,27,21,29,22,25,23,28,23,26,22,28,22,25,23,28,22,26,24,26,23,28,22,26,22,28,21,28,21,26,24,26,22,26,23,25,23,ChIP
28,28,22,20,24,22,29,22,27,24,28,19,29,22,30,16,28,21,29,19,28,21,30,19,29,20,30,20,28,21,29,20,28,21,29,20,28,21,28,20,28,21,28,20,ChIP
29,25,25,19,25,20,30,22,29,22,27,20,29,21,29,18,28,21,29,19,28,21,29,20,28,21,29,20,28,21,28,20,28,21,28,21,28,21,28,21,28,21,28,21,ChIP
29,23,25,21,30,18,30,19,31,20,28,18,31,20,29,19,29,20,30,19,29,20,30,19,29,20,30,20,29,20,29,19,30,20,29,19,29,20,29,20,29,20,29,20,ChIP
30,23,25,20,30,18,30,19,31,20,29,18,31,20,29,19,29,20,30,19,29,20,30,19,29,20,29,19,29,20,29,20,29,20,29,19,29,20,29,20,29,20,29,20,ChIP
31,24,15,28,26,22,24,26,25,24,26,23,25,24,25,23,24,24,25,24,24,24,26,24,24,24,25,24,24,24,25,24,25,24,25,24,24,25,25,24,24,25,25,24,ChIP
32,22,16,27,28,21,25,24,26,23,27,22,26,24,26,22,27,23,26,23,25,23,26,24,26,23,26,23,25,23,26,24,25,24,26,23,25,23,27,23,25,23,26,23,ChIP
33,22,17,25,29,20,27,23,28,21,29,21,28,21,28,21,28,21,29,21,27,21,29,21,27,22,28,21,28,22,27,21,28,21,28,21,27,22,27,22,27,22,27,22,ChIP
30,24,26,19,29,18,31,20,31,20,29,18,30,20,29,19,29,20,30,19,28,20,30,19,29,20,29,20,29,20,29,20,29,20,29,20,29,20,29,20,29,20,29,20,ChIP
29,25,15,29,25,23,23,26,24,26,24,24,24,25,24,24,24,25,24,25,23,25,25,25,24,25,24,25,24,25,24,25,23,25,25,25,23,25,24,26,23,25,24,26,ChIP
34,24,26,13,31,15,36,16,34,18,32,14,33,17,33,15,32,17,34,15,31,17,35,16,32,17,33,16,32,17,33,17,32,17,32,16,32,17,32,17,32,17,32,17,ChIP
33,24,26,15,30,16,35,17,33,19,30,15,32,19,32,16,30,18,34,16,30,18,34,17,31,18,32,17,31,18,32,18,31,18,32,17,31,18,31,18,31,18,31,18,ChIP
27,29,23,19,24,21,31,22,27,23,29,19,29,22,30,17,28,22,29,19,28,21,29,20,28,21,29,20,28,21,28,20,28,22,28,21,28,21,28,21,28,21,28,21,ChIP
34,22,16,25,29,19,27,23,28,21,29,20,28,21,28,21,28,21,29,21,27,21,29,21,27,22,28,21,28,21,28,21,28,21,28,21,27,22,27,22,28,21,27,22,ChIP
30,23,25,21,30,19,30,20,31,20,29,18,30,20,29,19,29,20,30,19,29,20,30,19,29,20,29,19,29,20,29,20,29,20,29,20,29,20,29,20,29,20,29,20,ChIP
31,24,15,27,26,22,24,26,25,25,26,23,25,24,25,24,25,24,26,24,24,24,26,24,25,24,25,24,24,24,26,24,24,24,25,24,24,25,25,25,24,25,25,25,ChIP
28,26,26,17,26,19,33,21,30,21,28,19,30,20,29,19,27,21,30,19,27,21,30,20,27,22,29,20,28,21,28,20,28,21,28,21,28,21,28,21,28,21,28,21,ChIP
32,24,16,26,27,22,25,25,26,24,26,22,26,23,26,23,25,23,26,23,25,23,27,23,25,23,26,23,25,23,26,23,25,24,26,23,25,24,25,24,25,24,25,24,ChIP
29,24,24,21,29,19,29,20,31,21,28,19,30,21,28,19,29,21,29,19,28,21,30,19,29,21,29,20,29,20,29,20,29,21,29,20,29,20,29,20,29,21,28,20,ChIP
29,27,23,18,25,20,32,21,30,23,30,16,31,21,32,14,30,20,31,17,29,19,32,18,29,19,31,18,29,20,30,19,29,20,30,19,29,20,30,19,30,20,30,19,ChIP
29,27,23,18,25,20,32,21,30,22,30,16,31,21,32,14,29,20,31,17,28,19,32,18,29,19,31,18,29,20,30,19,29,20,30,19,30,20,30,19,30,20,30,19,ChIP
30,23,26,19,31,18,31,19,32,19,29,17,31,19,29,18,30,19,31,18,29,19,31,18,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,ChIP
33,21,17,26,29,20,27,22,27,21,29,21,25,22,28,22,27,21,29,21,25,22,29,22,26,23,26,22,28,22,26,22,28,21,28,21,26,23,26,23,27,23,26,23,ChIP
29,27,24,18,25,20,32,21,30,22,30,16,31,21,32,14,29,20,31,17,29,19,32,17,29,19,32,18,29,20,30,19,29,20,30,19,30,19,30,19,30,20,30,19,ChIP
31,23,16,28,26,22,24,25,25,25,25,23,25,24,25,23,25,24,26,24,24,24,26,24,25,24,25,24,24,24,26,24,24,25,25,24,24,25,25,25,24,25,24,25,ChIP
21,24,13,40,29,25,18,26,18,26,29,25,18,36,19,26,28,26,18,26,18,26,18,36,29,26,18,26,18,26,18,36,18,36,18,26,18,26,28,26,18,27,28,26,ChIP
19,31,11,37,17,31,16,34,17,33,16,32,17,33,16,33,16,33,16,33,16,33,16,33,16,33,16,33,16,34,16,33,16,33,16,33,16,34,15,34,16,34,15,34,ChIP
30,23,26,20,30,18,30,19,31,20,29,17,31,20,30,18,30,19,31,18,29,20,31,18,30,19,30,19,30,19,30,19,30,20,30,19,30,19,30,19,30,19,29,19,ChIP
30,27,24,17,25,20,33,20,30,22,30,16,32,20,32,14,30,20,32,17,28,19,32,18,29,19,31,18,29,20,30,19,30,20,30,19,30,19,30,19,30,19,30,19,ChIP
33,21,17,26,30,19,28,22,27,20,30,20,26,22,29,21,27,21,30,20,26,22,29,21,26,23,27,22,29,21,27,21,29,21,28,20,27,23,27,22,27,22,27,22,ChIP
19,30,11,37,17,31,15,34,17,33,16,33,16,33,15,33,16,33,16,33,16,33,16,33,16,33,15,34,16,33,16,33,16,34,15,33,16,34,15,34,15,34,15,34,ChIP
28,28,22,20,24,22,30,23,28,24,28,19,29,23,30,16,28,21,29,19,28,21,30,19,28,20,30,19,28,21,28,21,28,21,29,20,28,21,28,20,28,21,28,21,ChIP
18,30,12,38,17,32,16,34,16,33,15,33,16,33,15,34,16,33,15,34,16,33,15,34,16,34,15,34,16,34,15,34,16,34,15,33,15,34,15,34,15,34,15,34,ChIP
30,23,25,20,30,19,30,20,31,21,28,18,31,20,29,19,29,20,30,19,29,20,30,19,29,20,29,19,29,20,29,20,29,20,29,20,29,20,29,20,29,20,29,20,ChIP
28,27,22,21,24,22,29,23,27,24,28,20,29,23,30,17,28,21,29,19,28,21,30,20,28,21,29,20,28,21,28,20,28,21,29,20,28,21,28,21,28,21,28,21,ChIP
32,20,19,27,29,20,27,22,27,21,28,22,26,22,28,22,27,22,29,21,25,23,28,22,26,23,26,22,28,22,26,22,28,22,28,21,26,23,26,22,26,23,26,23,ChIP
29,24,16,29,25,23,24,26,24,25,25,24,25,24,25,24,24,24,25,24,24,24,25,25,24,24,25,25,24,25,25,24,24,25,25,24,24,25,25,25,24,25,24,25,ChIP
30,22,26,21,31,18,30,19,32,20,28,18,31,20,29,18,30,20,30,18,29,20,30,19,30,20,30,19,30,20,29,19,30,20,30,19,30,20,29,19,30,19,29,19,ChIP
28,28,25,17,24,20,32,23,28,22,26,21,28,22,28,20,26,23,29,20,26,23,29,21,27,22,28,21,27,22,27,22,27,22,27,22,27,22,27,22,27,22,27,22,ChIP
20,31,12,36,18,31,16,33,17,33,17,32,17,32,16,32,17,32,16,33,16,32,16,33,17,33,16,33,17,33,16,32,16,33,16,32,16,33,16,33,16,33,16,33,ChIP
28,27,23,20,24,22,30,22,27,23,29,19,29,22,31,16,29,21,29,19,28,21,30,19,29,20,30,19,28,21,29,20,28,21,29,20,28,21,28,21,28,21,28,20,ChIP
27,28,22,20,23,22,29,23,27,24,27,19,29,23,30,17,28,22,29,20,27,21,30,20,28,21,29,20,27,22,28,21,27,22,28,21,28,21,28,21,28,21,27,21,ChIP
29,23,25,21,30,19,29,20,31,20,28,18,30,20,29,19,29,20,30,19,29,20,30,19,29,20,29,20,29,20,29,20,29,20,29,20,29,20,29,20,29,20,29,20,ChIP
30,21,18,28,28,21,26,23,26,21,28,23,24,23,27,24,25,22,28,22,24,24,27,23,25,24,25,23,27,23,25,23,27,23,27,22,25,24,25,23,26,24,25,24,ChIP
30,21,27,21,30,18,30,19,32,19,29,18,31,19,29,18,30,19,30,18,30,19,30,19,30,19,30,19,30,19,30,19,30,20,30,19,30,19,30,19,30,19,29,19,ChIP
34,23,27,14,32,15,36,15,35,17,32,14,33,17,33,15,32,17,34,15,31,16,35,16,32,16,33,16,32,17,33,16,32,17,33,16,32,17,32,17,32,17,32,17,ChIP
18,30,12,38,17,31,15,34,17,33,16,33,17,33,16,33,17,33,16,33,16,33,16,33,16,33,16,33,16,33,16,33,16,33,16,33,15,34,15,34,16,33,15,34,ChIP
20,25,12,41,28,27,17,26,17,27,27,26,17,37,17,27,27,27,18,26,17,27,18,37,27,27,17,27,17,27,17,36,17,37,17,27,17,28,27,27,17,28,26,28,ChIP
30,22,18,28,27,22,25,24,26,23,26,23,27,23,26,23,26,23,26,23,26,23,27,23,26,23,26,23,26,23,26,23,26,23,26,22,26,23,26,23,26,23,26,23,ChIP
30,23,26,19,31,18,30,18,32,20,29,17,31,20,29,18,30,19,31,18,29,19,31,19,30,19,30,19,30,19,30,19,30,20,30,19,30,19,30,19,30,19,30,19,ChIP
28,26,28,16,26,19,32,22,30,20,27,20,30,20,28,20,28,21,30,19,27,22,30,20,28,21,29,20,28,21,28,21,28,21,28,21,28,21,28,21,28,21,28,21,ChIP
